id,place_name,average_rating,granular_category,lat,lng
1225,Park near Harhaj Bin Qasim,3,cafe,24.5718173,46.7401174
1226,Farash Island,5,cafe,24.5691413,46.7431576
1227,Abu Haitham Park,3.2,cafe,24.581231,46.7426114
1228,Cafe Hot Star,5,cafe,24.5719813,46.7533151
1229,We will transfer caf,4.5,cafe,24.5721332,46.753391
1230,Sweet time Zain,4.3,cafe,24.5719895,46.7535317
1231,Batel is enough,4.3,cafe,24.5721761,46.7536309
1232,Cellan 3 tea,4.5,cafe,24.580161,46.7519694
1233,Dominos Pizza,3.8,restaurant,24.7804513,46.8271099
1234,Subway,3.9,restaurant,24.7780986,46.823825
1235,Maestro Pizza,3.7,restaurant,24.7995225,46.8142878
1236,Kentucky,3.4,restaurant,24.7930658,46.8630347
1237,Subway,4,restaurant,24.7905185,46.8090005
1238,Romance,4.3,restaurant,24.7916555,46.862358
1239,Domino,3.8,restaurant,24.7920608,46.8628616
1240,BerraisezerBurgerizzr,4.2,restaurant,24.792023,46.862865
1241,Excellent Fleet Restaurant - Al Gulf Restaurant - Al Khaleej District,3.5,restaurant,24.7799881,46.8104991
1242,Ready restaurants and kitchens,3.7,restaurant,24.8109326,46.8119304
1243,Pergarezar,4.1,restaurant,24.80856,46.806484
1244,Dominos Pizza,3.8,restaurant,24.7860698,46.7996292
1245,Kentucky,3.6,restaurant,24.8062418,46.8028031
1246,Manoosha |Rated,3.7,restaurant,24.7683138,46.8093367
1247,Burger King,3.8,restaurant,24.806379,46.801048
1248,Herfy,3.8,restaurant,24.7809607,46.7975115
1249,Dominos Pizza,4,restaurant,24.7673549,46.8067499
1250,Herfy,3.6,restaurant,24.7651217,46.8092281
1251,Kodo,3.8,restaurant,24.8055741,46.7991467
1252,Kentucky,3.6,restaurant,24.7670341,46.8061705
1253,Starbucks,4.1,cafe,24.6864056,46.5826153
1254,Sundus Mall,4.3,cafe,24.6859285,46.5829623
1255,Cinnabon,3.9,cafe,24.694781,46.605478
1256,Tim Hortons,4.2,cafe,24.694819,46.6065978
1257,Starbucks,4.2,cafe,24.6941693,46.6074157
1258,I established you,4,cafe,24.6820822,46.6250852
1259,For a coffeecraft oven,4.3,cafe,24.6863601,46.5819873
1260,Exquisite,5,cafe,24.6872441,46.5823725
1261,Costa Coffee,3,cafe,24.6872294,46.5824106
1262,Daily Dosage Coffee Shop,4.9,cafe,24.6863265,46.5822576
1263,Tim Hortons,4.4,cafe,24.6853152,46.5764095
1264,Barn,2.9,cafe,24.6853778,46.5762417
1265,Tea,5,cafe,24.6856397,46.5755343
1266,Shahi Abu Walid,4.2,cafe,24.6853409,46.5836758
1267,Half a million,4.2,cafe,24.68495,46.574715
1268,Kinan tea,4.7,cafe,24.6851746,46.5740927
1269,Arabica Star,4.2,cafe,24.6851228,46.5734914
1270,Fortwins,3.8,cafe,24.6850734,46.5732953
1271,Dunkin,3.6,cafe,24.6853984,46.5728344
1272,Shahi taste,4.8,cafe,24.6886967,46.587749
1273,Dunkin,4,cafe,24.9440431,46.9877281
1274,Nariz Café,3,cafe,24.9439932,46.9874002
1275,Shin Kofi,3.7,cafe,24.9435968,46.9865761
1276,Travel rail tea,3,cafe,24.9643687,47.0225267
1277,Osama bin Saud Al -Araim Council,3,cafe,24.9745545,46.9662196
1278,Abu Sultan Al -Subaie camp,1,cafe,24.9326896,47.0301258
1279,Indian Nahj Restaurant,3.7,restaurant,24.9435639,46.9886018
1280,Half Rottorana table,4.6,restaurant,24.9436748,46.987923
1281,Falcon table restaurant,3.3,restaurant,24.9436928,46.9879203
1282,Buffett the best meal,4.3,restaurant,24.9431334,46.9878021
1283,Sheikha Muhammad Major General,3,restaurant,24.9591875,47.0126875
1284,Kentucky chicken,3.3,restaurant,24.5496791,46.7211729
1285,Herfy,3.4,restaurant,24.577948,46.7490658
1286,Turkish Valley Pizza,4.1,restaurant,24.5561174,46.7787968
1287,Kentucky,3.7,restaurant,24.5950641,46.737091
1288,Romance restaurants,4.3,restaurant,24.5620437,46.70705
1289,"Al -Rafidain Restaurant for Al -Mashwads, individuals and families of the main branch",3.8,restaurant,24.5865501,46.7613341
1290,Subway,4,restaurant,24.5870266,46.7614614
1291,Herfy,3.6,restaurant,24.5871184,46.7612623
1292,Furn aldayaa |Oven oven,4,restaurant,24.5870813,46.7615882
1293,Hambarten,4,restaurant,24.5872222,46.7616667
1294,Jean Burger,4,restaurant,24.587188,46.762023
1295,Maestro Pizza,3.8,restaurant,24.5871905,46.7622902
1296,Domino,3.9,restaurant,24.5874664,46.7625926
1297,Kentucky chicken,3.5,restaurant,24.5874805,46.7628517
1298,Liwan Restaurant,3.9,restaurant,24.5589923,46.7054587
1299,McDonald's,3.8,restaurant,24.558167,46.705145
1300,Subway,4,restaurant,24.558903,46.704464
1301,Petzarati,4.4,restaurant,24.557649,46.703449
1302,Domino,3.9,restaurant,24.5574375,46.7031376
1303,Dirati restaurants,4,restaurant,24.5736391,46.7853524
1304,Crabbi Karim,4,cafe,24.5658125,46.7896875
1305,Coffee Mines Foundation,4.5,cafe,24.5570189,46.7471306
1306,Barn's |Barn,3.5,cafe,24.5598533,46.748313
1307,Fukk Rahaf Al -Shammari,3,cafe,24.5596566,46.7534156
1308,Your distinctive coffee,4.7,cafe,24.5599991,46.7409743
1309,Coffee verses,4.1,cafe,24.5599878,46.7409541
1310,Kofi Rasting K.And a feedback,4,cafe,24.5619071,46.7416939
1311,White Food Foundation for Trade,3,cafe,24.5658534,46.7469992
1312,Arabica Coffee,3.7,cafe,24.5518452,46.7631412
1313,Dunkin Dontes,3.5,cafe,24.5525119,46.763663
1314,Specialty Coffee Waznah specialized coffee,4.6,cafe,24.5485381,46.7304921
1315,Café,3,cafe,24.5626024,46.7343382
1316,Shahi Khadra,5,cafe,24.5674892,46.754902
1317,A Coffee Black,3,cafe,24.5527144,46.7658135
1318,Parv Al Ha'or,5,cafe,24.5684211,46.7533312
1319,Robsta Cafe,4.1,cafe,24.5684269,46.7536018
1320,Farash Island,5,cafe,24.5691413,46.7431576
1321,Daily CUP,3.4,cafe,24.5634791,46.7615744
1322,Maram is sufficient,5,cafe,24.5574855,46.7284386
1323,They invaded cafes,5,cafe,24.5695258,46.7439121
1324,Kentucky,3.7,restaurant,24.5950641,46.737091
1325,Herfy,3.4,restaurant,24.577948,46.7490658
1326,Turkish Valley Pizza,4.1,restaurant,24.5561174,46.7787968
1327,"Al -Rafidain Restaurant for Al -Mashwads, individuals and families of the main branch",3.8,restaurant,24.5865501,46.7613341
1328,Subway,4,restaurant,24.5870266,46.7614614
1329,Herfy,3.6,restaurant,24.5871184,46.7612623
1330,Furn aldayaa |Oven oven,4,restaurant,24.5870813,46.7615882
1331,Hambarten,4,restaurant,24.5872222,46.7616667
1332,Jean Burger,4,restaurant,24.587188,46.762023
1333,Maestro Pizza,3.8,restaurant,24.5871905,46.7622902
1334,Domino,3.9,restaurant,24.5874664,46.7625926
1335,Kentucky chicken,3.5,restaurant,24.5874805,46.7628517
1336,Dirati restaurants,4,restaurant,24.5736391,46.7853524
1337,Kentucky chicken,3.5,restaurant,24.5702032,46.7881703
1338,Burger King,3.6,restaurant,24.568981,46.789057
1339,Kentucky chicken,3.3,restaurant,24.5496791,46.7211729
1340,McDonald's,3.9,restaurant,24.585652,46.778468
1341,Burger,4.1,restaurant,24.5941255,46.7571175
1342,Dirati restaurants,4,restaurant,24.5957403,46.772965
1343,Liwan Restaurant,3.9,restaurant,24.5979412,46.7428886
1344,Starbucks,4.1,cafe,24.6864056,46.5826153
1345,Sundus Mall,4.3,cafe,24.6859285,46.5829623
1346,Dunkin Dontes,4.2,cafe,24.7474479,46.5703271
1347,Nafis tea,3,cafe,24.6822141,46.5613581
1348,Archi,4,cafe,24.6820928,46.5632963
1349,Sweat,5,cafe,24.6835139,46.566454
1350,Sahil enoughSaheel,4.7,cafe,24.6824722,46.5645556
1351,mood,3.9,cafe,24.6833172,46.5663464
1352,Tarf and Tarif,3.7,cafe,24.7334375,46.5748125
1353,Dunkin,3.6,cafe,24.6853984,46.5728344
1354,Fortwins,3.8,cafe,24.6850734,46.5732953
1355,Arabica Star,4.2,cafe,24.6851228,46.5734914
1356,Kinan tea,4.7,cafe,24.6851746,46.5740927
1357,Kofi legacy,3,cafe,24.7331,46.5771114
1358,Limbum,1.8,cafe,24.7363764,46.5734582
1359,Half a million,4.2,cafe,24.68495,46.574715
1360,Tea,5,cafe,24.6856397,46.5755343
1361,Joe and The Jose,4.3,cafe,24.736956,46.5736333
1362,Bojiri,2.1,cafe,24.73644,46.5743598
1363,Bronk & Land Tre,2.6,cafe,24.7362061,46.574689
1364,Domino,3.8,restaurant,24.692347,46.6049938
1365,Fire Grill,4.1,restaurant,24.6866929,46.5822539
1366,Herfy,3.7,restaurant,24.6877778,46.5858333
1367,Pergarezar,4,restaurant,24.6899693,46.5877669
1368,Thyme,4.1,restaurant,24.6934269,46.6055492
1369,Kaza Basta,3.9,restaurant,24.6939258,46.6061459
1370,McDonald's,3.9,restaurant,24.693768,46.606435
1371,Tim Hortons,4.2,restaurant,24.694819,46.6065978
1372,The Sandwich Company,3.6,restaurant,24.6936971,46.6070626
1373,Dominos Pizza,3.9,restaurant,24.6534047,46.5757043
1374,Al -Khuzami Village Complex,4.1,restaurant,24.719466,46.599991
1375,I established you,4,restaurant,24.6820822,46.6250852
1376,Subway,3.7,restaurant,24.6732998,46.6232231
1377,Grille,3.9,restaurant,24.6865472,46.5817305
1378,Subway,3.8,restaurant,24.6865996,46.5819578
1379,Hambarten,4,restaurant,24.686647,46.5819971
1380,Specialized kitchens and restaurants,3.5,restaurant,24.6879603,46.5820452
1381,A surface in the middle of his race,3,restaurant,24.6878179,46.5821114
1382,Earth Bulls,2.8,restaurant,24.6867175,46.5821828
1383,Costa Coffee,3,restaurant,24.6872294,46.5824106
1384,Cinezio,4.3,cafe,24.7513151,46.8226133
1385,Diwaniyah Qaur Al Arab,4.2,cafe,24.7531515,46.8171874
1386,Dunkin Dontes,4.1,cafe,24.7637763,46.8095967
1387,Dunkin Dontes,4.1,cafe,24.739743,46.8108113
1388,Dunkin Dontes,3.9,cafe,24.72511,46.815882
1389,House Nayef Abu Tathallah,5,cafe,24.7516627,46.8449735
1390,A Coffee Bar,4.9,cafe,24.7498445,46.8476047
1391,Shahi Faisal with Rashid,5,cafe,24.7605611,46.8410312
1392,Golden Diwaniyah for Arab Coffee,4.2,cafe,24.7603649,46.8406598
1393,He is a coffee,4.3,cafe,24.7526003,46.8373997
1394,Kofi Hui,4.3,cafe,24.7506033,46.8379826
1395,Alcafécoffeed’Lite,3,cafe,24.7505863,46.8379812
1396,Al -Aseel Nights Café,4.2,cafe,24.7505738,46.8379591
1397,I want you,3.5,cafe,24.7509759,46.8523379
1398,Saturation,5,cafe,24.7477604,46.848457
1399,Dunkin Donat,3.8,cafe,24.7505091,46.852582
1400,Hamid tea,5,cafe,24.7475408,46.8483552
1401,Anesthetic tea,4.9,cafe,24.7479658,46.8495454
1402,Dunkin Dontes,4,cafe,24.755652,46.854676
1403,D.how,4,cafe,24.7458764,46.8463864
1404,Kentucky,3.4,restaurant,24.7930658,46.8630347
1405,BerraisezerBurgerizzr,4.2,restaurant,24.792023,46.862865
1406,Domino,3.8,restaurant,24.7920608,46.8628616
1407,Romance,4.3,restaurant,24.7916555,46.862358
1408,Skrir House,4.1,restaurant,24.7549995,46.8657356
1409,Pizza and Pasta Zoalia Excellence,3,restaurant,24.791759,46.893019
1410,Falling the corner of the organizer (,4.2,restaurant,24.7922174,46.8937039
1411,Mama Meryem,3.5,restaurant,24.7954802,46.8954849
1412,The popularity of the organizer,4.5,restaurant,24.7955918,46.8954722
1413,Liquidation,3.4,restaurant,24.7954469,46.8960842
1414,My meal restaurant,3.7,restaurant,24.7935495,46.8867444
1415,Gossip,3.6,restaurant,24.7934808,46.886647
1416,Emotion of our people,4.1,restaurant,24.7946854,46.8875449
1417,Nuer's top kitchens,4.7,restaurant,24.7963142,46.8906843
1418,Witr Burger,4.7,restaurant,24.7949375,46.8876875
1419,Bukhari Kansh,4.4,restaurant,24.7951277,46.8878648
1420,Vinegar and salt,4.1,restaurant,24.7951875,46.8879375
1421,Hanin and the narration of the flag,3.6,restaurant,24.7920828,46.8852312
1422,The best hour juice,4.2,restaurant,24.7954573,46.8882462
1423,Anaam Al -Qasr Al -Mashwa,3.9,restaurant,24.7955548,46.8883438
1424,Lotan hotel and spa,4,restaurant,24.7066487,46.6417087
1425,Domino,3.8,restaurant,24.692347,46.6049938
1426,Subway,3.7,restaurant,24.6732998,46.6232231
1427,I established you,4,restaurant,24.6820822,46.6250852
1428,Algwan,4.3,restaurant,24.6635616,46.6301305
1429,The Sandwich Company,3.6,restaurant,24.6936971,46.6070626
1430,McDonald's,3.9,restaurant,24.693768,46.606435
1431,Thyme,4.1,restaurant,24.6934269,46.6055492
1432,Kaza Basta,3.9,restaurant,24.6939258,46.6061459
1433,Tim Hortons,4.2,restaurant,24.694819,46.6065978
1434,Pergarezar,4,restaurant,24.6899693,46.5877669
1435,Herfy,3.7,restaurant,24.6877778,46.5858333
1436,Fire Grill,4.1,restaurant,24.6866929,46.5822539
1437,McDonald's,4,restaurant,24.683756,46.652378
1438,Voyage Hotel,4.1,restaurant,24.69951,46.6432996
1439,Kentucky,3.9,restaurant,24.6782831,46.6557109
1440,Kentucky,3.8,restaurant,24.7107523,46.6302279
1441,Subway,3.4,restaurant,24.713297,46.622298
1442,Shawarmer,3.9,restaurant,24.7133267,46.6338494
1443,Dominos Pizza,3.9,restaurant,24.6534047,46.5757043
1444,Romance,4.2,restaurant,24.7587183,46.8141239
1445,Romance,4.2,restaurant,24.7335149,46.814627
1446,Kentucky,3.6,restaurant,24.7420704,46.8072166
1447,McDonald's,3.8,restaurant,24.743031,46.808578
1448,Kodo,3.8,restaurant,24.760348,46.812763
1449,Maestro Pizza,3.9,restaurant,24.7543854,46.823958
1450,Dominos Pizza,3.8,restaurant,24.7542445,46.8240726
1451,Canton,3.5,restaurant,24.754195,46.8240152
1452,Kaza Basta Renaissance,4,restaurant,24.7541144,46.8238494
1453,Hashem Corner Restaurant,3.9,restaurant,24.7541275,46.8163948
1454,Kentucky,3.6,restaurant,24.7508206,46.8230012
1455,McDonald's,3.7,restaurant,24.750081,46.822255
1456,Kentucky,3.6,restaurant,24.7670341,46.8061705
1457,Herfy,3.6,restaurant,24.7651217,46.8092281
1458,Herfy,3.7,restaurant,24.7421129,46.8263617
1459,Manoosha |Rated,3.7,restaurant,24.7683138,46.8093367
1460,Dominos Pizza,4,restaurant,24.7411934,46.8270303
1461,Dominos Pizza,4,restaurant,24.7673549,46.8067499
1462,Hardez,3.8,restaurant,24.7663125,46.8050625
1463,Dominos Pizza,3.9,restaurant,24.7433812,46.8091524
1464,Senate,1,cafe,24.791759,46.893019
1465,Anza and Shammar one 💯,3,cafe,24.791759,46.893019
1466,Diwan Hamid Abu Musalah,4.8,cafe,24.7902606,46.8970649
1467,Omar Sahl Al -Qablan 2,3,cafe,24.7955746,46.8907307
1468,Kafia Buller,4.4,cafe,24.7956333,46.8955356
1469,The Legend of Shisha Cafe,4.9,cafe,24.7933815,46.8866873
1470,Naris Kofi,3.8,cafe,24.7941875,46.8871875
1471,Nona juices,5,cafe,24.7965509,46.8908554
1472,Barn's |Barnes - Nadwa 2,3,cafe,24.7962074,46.888654
1473,Moroccan mood,5,cafe,24.7964332,46.8889091
1474,Dan Cafe,3.9,cafe,24.7898373,46.8839549
1475,Strickv,5,cafe,24.789402,46.883728
1476,Barn,3.9,cafe,24.7966813,46.8889169
1477,Asad Lounge step,3.7,cafe,24.7885463,46.8829607
1478,"Nilofer for juices, caramel and pearls",5,cafe,24.7933648,46.8840437
1479,Barn's |Barn,3.5,cafe,24.785848,46.8809653
1480,Lounge Cafe 31,3.4,cafe,24.7948609,46.881629
1481,Diwaniya Hat,3.7,cafe,24.7948697,46.8816145
1482,Long dollar,4,cafe,24.7947525,46.8815233
1483,Mesca,3,cafe,24.7943748,46.8810295
1484,Cinezio,4.3,cafe,24.7513151,46.8226133
1485,Diwaniyah Qaur Al Arab,4.2,cafe,24.7531515,46.8171874
1486,Pour,4.1,cafe,24.7742181,46.8551965
1487,Starbucks for Vincir,3,cafe,24.7580462,46.8571089
1488,Dunkin Dontes,4,cafe,24.755652,46.854676
1489,Al -Nawar Al -Nawar Cafe Cafe,4.5,cafe,24.7868755,46.8705261
1490,Coffee strings,3.4,cafe,24.7885508,46.8673539
1491,Muhammad Faisal Café Branch 2,3.6,cafe,24.7885535,46.8674227
1492,Knight Spectrum Cafe Cafe,3.9,cafe,24.788538,46.8674884
1493,50 Copes,3.9,cafe,24.7841894,46.8744988
1494,Java Cafe,3.3,cafe,24.7529385,46.8608148
1495,Cafe and Lueli Najd tea,5,cafe,24.7879377,46.8705661
1496,Shahi Faisal with Rashid,5,cafe,24.7605611,46.8410312
1497,Golden Diwaniyah for Arab Coffee,4.2,cafe,24.7603649,46.8406598
1498,Java Time,3,cafe,24.7514503,46.8574556
1499,Kofi Naris Naees,3.6,cafe,24.7925348,46.8626966
1500,Dolk Lounge Mizila,3.9,cafe,24.7739921,46.8355285
1501,"Diwaniya, how are the councils",3.4,cafe,24.7769085,46.8359278
1502,I want you,3.5,cafe,24.7509759,46.8523379
1503,Dunkin Donat,3.8,cafe,24.7505091,46.852582
1504,Dunkin Dontes,4,cafe,24.6441542,46.5543706
1505,Hall - Hall,4.7,cafe,24.6674647,46.5395181
1506,Moroccan mood,3.4,cafe,24.6677853,46.5407313
1507,Cinnabon,3.4,cafe,24.667831,46.541205
1508,The shed LoungeThe SHED,4,cafe,24.6665484,46.5355112
1509,Shahi fire,4,cafe,24.6675931,46.5381385
1510,Dunkin Dontes,3.4,cafe,24.6663421,46.534533
1511,Shahi and coffee Anas,5,cafe,24.6666656,46.5338152
1512,Seen,4.2,cafe,24.6659499,46.5328764
1513,One Pearsant,4.8,cafe,24.6657501,46.5315535
1514,Blacklist Lounge,3.3,cafe,24.6491065,46.5480694
1515,Coffee,3.6,cafe,24.6690093,46.5459514
1516,Shahi shop,4.7,cafe,24.6691569,46.5466251
1517,Kadlig ’Sufficient,4.7,cafe,24.6647246,46.5279386
1518,De Cafe,4.2,cafe,24.6472851,46.5485764
1519,The Myth Cafe - Myth Cafe,4.6,cafe,24.6491408,46.5511516
1520,Love grains cafe,4.4,cafe,24.6491246,46.5512156
1521,Feto is enough,4.3,cafe,24.6700073,46.5489153
1522,Euff enough,4.7,cafe,24.6532313,46.5550734
1523,Gloria Jeans Cofies,4.4,cafe,24.6641634,46.5264452
1524,Sundus Mall,4.3,cafe,24.6859285,46.5829623
1525,Starbucks,4.1,cafe,24.6864056,46.5826153
1526,Cinnabon,3.9,cafe,24.694781,46.605478
1527,Starbucks,4.2,cafe,24.6941693,46.6074157
1528,Tim Hortons,4.2,cafe,24.694819,46.6065978
1529,I established you,4,cafe,24.6820822,46.6250852
1530,Dunkin Dontes,4,cafe,24.6340664,46.6185667
1531,Dunkin Dontes,4,cafe,24.6441542,46.5543706
1532,It is sufficient,3,cafe,24.6610249,46.592477
1533,Our nakedness,4.7,cafe,24.6543033,46.5936053
1534,Our nakedness,4.8,cafe,24.6542344,46.593608
1535,Shahi in the brain,4.4,cafe,24.6536958,46.5919859
1536,Coffee,4.2,cafe,24.6536903,46.5943524
1537,Beirut berries,4.2,cafe,24.6538269,46.5886346
1538,Barn,3.7,cafe,24.6531258,46.5932679
1539,BRSK BRSK,4.6,cafe,24.6530872,46.5927732
1540,Diwaniyah Cafe is the reluctance of how,5,cafe,24.6530484,46.5929183
1541,Bloom café,4.2,cafe,24.6531433,46.590322
1542,Saya tea,4,cafe,24.6537921,46.5879395
1543,Lavista Cafe,3.9,cafe,24.6529248,46.5904067
1544,Romance,4.2,restaurant,24.7587183,46.8141239
1545,Dominos Pizza,3.8,restaurant,24.7804513,46.8271099
1546,Subway,3.9,restaurant,24.7780986,46.823825
1547,Kentucky,3.4,restaurant,24.7930658,46.8630347
1548,Romance,4.3,restaurant,24.7916555,46.862358
1549,BerraisezerBurgerizzr,4.2,restaurant,24.792023,46.862865
1550,Domino,3.8,restaurant,24.7920608,46.8628616
1551,Excellent Fleet Restaurant - Al Gulf Restaurant - Al Khaleej District,3.5,restaurant,24.7799881,46.8104991
1552,Maestro Pizza,3.9,restaurant,24.7543854,46.823958
1553,Dominos Pizza,3.8,restaurant,24.7542445,46.8240726
1554,Canton,3.5,restaurant,24.754195,46.8240152
1555,Kaza Basta Renaissance,4,restaurant,24.7541144,46.8238494
1556,Subway,4,restaurant,24.7905185,46.8090005
1557,Manoosha |Rated,3.7,restaurant,24.7683138,46.8093367
1558,Maestro Pizza,3.7,restaurant,24.7995225,46.8142878
1559,Kodo,3.8,restaurant,24.760348,46.812763
1560,Herfy,3.6,restaurant,24.7651217,46.8092281
1561,Dominos Pizza,4,restaurant,24.7673549,46.8067499
1562,Kentucky,3.6,restaurant,24.7508206,46.8230012
1563,Kentucky,3.6,restaurant,24.7670341,46.8061705
1564,I established you,4,cafe,24.6820822,46.6250852
1565,Starbucks,4.2,cafe,24.6941693,46.6074157
1566,Tim Hortons,4.2,cafe,24.694819,46.6065978
1567,Cinnabon,3.9,cafe,24.694781,46.605478
1568,Sundus Mall,4.3,cafe,24.6859285,46.5829623
1569,Starbucks,4.1,cafe,24.6864056,46.5826153
1570,Starbucks Cafe,4.3,cafe,24.7121119,46.6223982
1571,Dunkin Dontes,4,cafe,24.7131356,46.6338002
1572,Dunkin Dontes,4,cafe,24.6340664,46.6185667
1573,Starbucks,4.1,cafe,24.702358,46.6506479
1574,Dunkin Dontes,4,cafe,24.6489848,46.6519742
1575,Dolce Ragoza,4.5,cafe,24.6779002,46.6231173
1576,Dunkin ' - Dunkin,4.3,cafe,24.6731716,46.6231321
1577,Starbucks,4.1,cafe,24.6734719,46.6232424
1578,I raised enough,4.3,cafe,24.6735252,46.6232696
1579,W coffee drum,4.2,cafe,24.6743101,46.6235622
1580,Ith is sufficient Oud Square,4.3,cafe,24.6750834,46.6246415
1581,Starbucks,4.2,cafe,24.6754786,46.6247847
1582,Caribu Coffee,4.3,cafe,24.680462,46.623305
1583,Al -Kindy Portal No. 13,4.3,cafe,24.6799246,46.6236531
1584,Kentucky,3.4,restaurant,24.7930658,46.8630347
1585,Skrir House,4.1,restaurant,24.7549995,46.8657356
1586,Romance,4.3,restaurant,24.7916555,46.862358
1587,BerraisezerBurgerizzr,4.2,restaurant,24.792023,46.862865
1588,Domino,3.8,restaurant,24.7920608,46.8628616
1589,Dominos Pizza,3.8,restaurant,24.7804513,46.8271099
1590,Subway,3.9,restaurant,24.7780986,46.823825
1591,Dominos Pizza,3.8,restaurant,24.7542445,46.8240726
1592,Maestro Pizza,3.9,restaurant,24.7543854,46.823958
1593,Canton,3.5,restaurant,24.754195,46.8240152
1594,Kaza Basta Renaissance,4,restaurant,24.7541144,46.8238494
1595,Hot pizza,3.9,restaurant,24.7378894,46.8437018
1596,Kentucky,3.6,restaurant,24.7508206,46.8230012
1597,McDonald's,3.7,restaurant,24.750081,46.822255
1598,Herfy,3.7,restaurant,24.7421129,46.8263617
1599,Dominos Pizza,4,restaurant,24.7411934,46.8270303
1600,Romance,4.2,restaurant,24.7587183,46.8141239
1601,Hashem Corner Restaurant,3.9,restaurant,24.7541275,46.8163948
1602,Kodo,3.8,restaurant,24.760348,46.812763
1603,Herfy,3.7,restaurant,24.7281426,46.8509662
1604,Domino,3.8,restaurant,24.692347,46.6049938
1605,Fire Grill,4.1,restaurant,24.6866929,46.5822539
1606,Herfy,3.7,restaurant,24.6877778,46.5858333
1607,Pergarezar,4,restaurant,24.6899693,46.5877669
1608,Dominos Pizza,3.9,restaurant,24.6534047,46.5757043
1609,Thyme,4.1,restaurant,24.6934269,46.6055492
1610,Pigeon time restaurants,4.2,restaurant,24.6383518,46.5586793
1611,Kaza Basta,3.9,restaurant,24.6939258,46.6061459
1612,McDonald's,3.9,restaurant,24.693768,46.606435
1613,Tim Hortons,4.2,restaurant,24.694819,46.6065978
1614,The Sandwich Company,3.6,restaurant,24.6936971,46.6070626
1615,Ice Land ice cream,3,restaurant,24.682336,46.5625215
1616,Tika Wei,4.3,restaurant,24.6823993,46.5645845
1617,McDonald's,5,restaurant,24.6831216,46.5672228
1618,McDonald's |McDonald's,3,restaurant,24.68317,46.5674296
1619,Arbies,4.6,restaurant,24.6842275,46.5723653
1620,The antique house restaurants,4.8,restaurant,24.6720959,46.5537919
1621,One minute burger,5,restaurant,24.6855472,46.5734
1622,Fresh Fast,3.7,restaurant,24.6855798,46.5735066
1623,Karak my duties for fast food,3.8,restaurant,24.6855474,46.5735581
1624,Mama Benz Cafe,4.2,cafe,24.5584375,46.6375625
1625,Dunkin Dontes,4.1,cafe,24.5649382,46.6501164
1626,Artal - artal,4,cafe,24.5661473,46.63125
1627,Mazaya coffee,4.3,cafe,24.5699438,46.6393215
1628,Filter toas for the competent coffee,4.4,cafe,24.570857,46.6232618
1629,Dunkin Dontes,4,cafe,24.573432,46.6634154
1630,Authentic tea,4.8,cafe,24.5457038,46.6478996
1631,entity,4,cafe,24.5459243,46.6480029
1632,Figoual Cafe,4.5,cafe,24.5444812,46.6485248
1633,Sufficient Haifa,4.5,cafe,24.5414727,46.6484025
1634,Shahi Abu Marim,5,cafe,24.5371163,46.6450665
1635,Cafe Style,3.9,cafe,24.5474795,46.6482586
1636,Les MooreSpecialized coffee,4.7,cafe,24.5416123,46.6490761
1637,Bari Lounge,3.6,cafe,24.5472453,46.648628
1638,Caviano,4,cafe,24.5368129,46.6467385
1639,Boiling coffee coffee,3,cafe,24.5363893,46.6462324
1640,Coffee,4.3,cafe,24.553037,46.638628
1641,Folding toasterTaii Roasttery,4.8,cafe,24.5526757,46.6361952
1642,Wadi Al -Musafer Café,4.6,cafe,24.5526758,46.6361331
1643,Tea,5,cafe,24.5405442,46.6502613
1644,Domino,3.8,restaurant,24.692347,46.6049938
1645,Restaurants and kitchens,3.6,restaurant,24.6368753,46.5885425
1646,Dominos Pizza,3.9,restaurant,24.6534047,46.5757043
1647,Fire Grill,4.1,restaurant,24.6866929,46.5822539
1648,Herfy,3.7,restaurant,24.6877778,46.5858333
1649,Pergarezar,4,restaurant,24.6899693,46.5877669
1650,Subway,3.7,restaurant,24.6732998,46.6232231
1651,Thyme,4.1,restaurant,24.6934269,46.6055492
1652,BerraisezerBurgerizzr,4,restaurant,24.629739,46.6031362
1653,Maestro Pizza,3.8,restaurant,24.6298199,46.6036514
1654,McDonald's,3.9,restaurant,24.693768,46.606435
1655,Kaza Basta,3.9,restaurant,24.6939258,46.6061459
1656,The Sandwich Company,3.6,restaurant,24.6936971,46.6070626
1657,Algwan,4.3,restaurant,24.6635616,46.6301305
1658,Domino,3.9,restaurant,24.6304552,46.6080265
1659,Romance -Duhr of milk,4.4,restaurant,24.6347791,46.5683016
1660,Tim Hortons,4.2,restaurant,24.694819,46.6065978
1661,Sheikh MandiSheikh almandi,3.7,restaurant,24.632406,46.6135967
1662,I established you,4,restaurant,24.6820822,46.6250852
1663,Kentucky chicken,3.4,restaurant,24.6326132,46.5663484
1664,Wings 2 Hotel Charter,3.1,cafe,24.8007012,46.7959488
1665,Starbucks,3.9,cafe,24.7899442,46.8078811
1666,Dunkin Donez inside the colleges of vision,3.9,cafe,24.792794,46.8016869
1667,Crabbi Karim,4.1,cafe,24.8063599,46.8029455
1668,Dunkin Dontes,4.1,cafe,24.7637763,46.8095967
1669,Diwaniyah Qaur Al Arab,4.2,cafe,24.7531515,46.8171874
1670,Cinezio,4.3,cafe,24.7513151,46.8226133
1671,Away check,3.4,cafe,24.7799098,46.7881131
1672,Tea,4.7,cafe,24.7907317,46.8381611
