id,place_name,average_rating,granular_category,lat,lng
7230,Chicago Burger,4.1,restaurant,24.8568926,46.5992597
7231,"Buffet and popularity of the teacher, Al -Sadaa Branch, King Abdulaziz Road",4,restaurant,24.870311,46.6173155
7232,Memories of memories,,restaurant,24.8570022,46.5991971
7233,Pauljanna rolls,4.6,restaurant,24.8571881,46.5991009
7234,Shahi Faisal,5,restaurant,24.8539695,46.600765
7235,Fawal Nimr,3.7,restaurant,24.8684755,46.6201243
7236,The last savings,4.2,restaurant,24.8684802,46.6201361
7237,Journey,4.4,restaurant,24.8516114,46.6029582
7238,Falafel and Karak the road,5,restaurant,24.8513655,46.6030958
7239,Shahi Faisal.,5,restaurant,24.8591515,46.5980709
7240,Uninterrupted,3.9,restaurant,24.8512862,46.6031332
7241,Pick,3.9,restaurant,24.8515664,46.6025807
7242,Dominos Pizza,3.1,restaurant,24.8509123,46.6033139
7243,Tika Wei,4,restaurant,24.8511814,46.6028363
7244,Herfy,3.3,restaurant,24.8589254,46.6240148
7245,One bean (Al -Qassim Road),3.3,restaurant,24.8508025,46.6033652
7246,Mariz Restaurant,3.4,restaurant,24.8506865,46.60345
7247,Popys,4.6,restaurant,24.8710168,46.6178483
7248,H,4.4,restaurant,24.8517215,46.601953
7249,Kafi Shop,,cafe,24.7479372,46.8561098
7250,Java Time,3,cafe,24.7514503,46.8574556
7251,Starbucks for Vincir,,cafe,24.7580462,46.8571089
7252,Denkin Dontes Norsing,4.7,cafe,24.7458317,46.8584486
7253,Kentucky chicken,3.6,restaurant,24.6382089,46.713719
7254,Rawabi CafÃ©,4.3,cafe,24.6118046,46.7214927
7255,Coffee owners' wig,3.7,cafe,24.6165933,46.7255796
7256,Rukn Al Sharq CafÃ©,4.5,cafe,24.6145334,46.7220757
7257,Nile flower cafÃ©,4.8,cafe,24.616601,46.7241189
7258,Buffet Tami Muhammad,4.9,cafe,24.6182241,46.7275417
7259,CafÃ© sat down time,4.5,cafe,24.612658,46.7201543
7260,Sudanese coffee buffet,4.4,cafe,24.6185283,46.727527
7261,Rish cafÃ©,4.5,cafe,24.6185969,46.7277425
7262,Barn's |Barn,4.3,cafe,24.7669191,46.8078598
7263,Sufficient locked up,5,cafe,24.7689403,46.8093862
7264,Sufficient mood Abeer,,cafe,24.7702891,46.8121649
7265,Coffee expert,4,cafe,24.768226,46.8062378
7266,Coffee,4,cafe,24.766541,46.8055132
7267,Park for Salman Al -Farsi Street,4.5,cafe,24.7683116,46.8061171
7268,Coffee,4.2,cafe,24.7682903,46.8060909
7269,Faisal supplement and his brothers,4.2,cafe,24.7713752,46.8125163
7270,Mutlaq Al -Sahli Council,5,cafe,24.7599353,46.8125648
7271,The sixteenth corner Corner 16,5,cafe,24.7596326,46.811703
7272,Coffee Shop (Corner 16),4.2,cafe,24.759326,46.8111376
7273,Avian cookies,4.3,cafe,24.7670694,46.8181299
7274,Source,3.3,cafe,24.7648873,46.8037244
7275,Dan Cafe,4.2,cafe,24.7674454,46.818405
7276,to lift,4.6,cafe,24.76532,46.8035235
7277,Vilify,5,cafe,24.7681311,46.8185334
7278,Sufficient catastrophe,3.9,cafe,24.7720868,46.8151635
7279,Half a tenthHalf Ten,4.9,cafe,24.7590713,46.8151485
7280,Arabica Cafe,4,cafe,24.7712633,46.8047485
7281,Carat Coffee,4.3,cafe,24.7714625,46.8043577
7282,Starbucks,3.9,cafe,24.7579154,46.8300158
7283,Break Al -Shatri,5,cafe,24.758341,46.8289343
7284,Fast Kofi,4,cafe,24.7573237,46.8296151
7285,High coffee,4,cafe,24.7546678,46.832072
7286,Pour,4.1,cafe,24.7742181,46.8551965
7287,Cafe Star Sky,4.1,cafe,24.7537875,46.8324531
7288,Luster,3.6,cafe,24.7591937,46.8266865
7289,Diwaniya Cafe Time,3.9,cafe,24.759244,46.8264355
7290,Diwaniya Al Madinah Road,5,cafe,24.8513514,46.6030908
7291,Jam,4.1,cafe,24.8515561,46.6026119
7292,Starbucks,3.9,cafe,24.851784,46.602177
7293,Knowing buffet,,cafe,24.8669446,46.5996332
7294,Dunkin Dontes,3.1,cafe,24.8515625,46.6023125
7295,Diwaniya comfort coffee,3.6,cafe,24.8505844,46.6032802
7296,Blue Sky,4.3,cafe,24.8513601,46.60213
7297,Sufficient window,4.3,cafe,24.8579933,46.5976737
7298,Any Tawilif Cafe,4,cafe,24.8512497,46.6021859
7299,Art,4.3,cafe,24.8509259,46.6026269
7300,entity,3.9,cafe,24.8534943,46.5997761
7301,Code,3.8,cafe,24.8509451,46.6023252
7302,Al -Sadhan Station branch - Al -Qassim Road,3.5,cafe,24.850926,46.602346
7303,Prince Cuff Shop,1,cafe,24.8580731,46.5974295
7304,And a specialized and more coffee,4.6,cafe,24.873032,46.6167455
7305,Shahi and Turkish coffee,4.5,cafe,24.849165,46.603096
7306,Dunkin,3.9,cafe,24.8739863,46.6154779
7307,Al -Rehab concerts for events and conveys,5,cafe,24.8746078,46.6158858
7308,Half a million,4.1,cafe,24.847253,46.604307
7309,ViaViale,4.8,cafe,24.8748909,46.6158229
7310,Sultan Restaurant,3,restaurant,24.5351225,46.7958638
7311,House of Luqatat,3.9,restaurant,24.573854,46.7752935
7312,"Anwar Ghawar Zaman for Smosa, Puff and Pastries next",4.1,restaurant,24.5738385,46.7756193
7313,"Anwar Ghawar Zaman for Sambousa, Puff and Pastries, Nahawand, next to his dear people",,restaurant,24.5739072,46.7757292
7314,Fantasy values,4.2,restaurant,24.573601,46.7747835
7315,Omdeh Burger,4.2,restaurant,24.5734089,46.7754896
7316,Buffet Khor Aden,4.7,restaurant,24.5737225,46.7761766
7317,Badia Plain Restaurant,3.7,restaurant,24.573318,46.7753521
7318,Grilled Burger,3.6,restaurant,24.573658,46.7761357
7319,Legend Pizza,4.2,restaurant,24.5735213,46.774568
7320,Al -Shorouk Fellaq,4,restaurant,24.5735929,46.7761771
7321,Khaled House,,restaurant,24.5731831,46.7753504
7322,Half a million,4.5,cafe,24.9562035,46.7063434
7323,Rather Trendel 4,3.4,cafe,24.9561746,46.7063583
7324,Nespresso,3.2,cafe,24.9738921,46.6949244
7325,Dunkin ' - Dunkin,4.8,cafe,24.9763198,46.6893242
7326,Aroo Cafe,4.3,cafe,24.9770608,46.6906231
7327,Falafel Arafa,3.9,restaurant,24.6537662,46.7503476
7328,Falafel Arafa,4,restaurant,24.6553162,46.7440301
7329,Morocco coffee,4.4,cafe,24.6269948,46.7400938
7330,Godfather,4.7,cafe,24.6083923,46.750431
7331,Haten Cafe Hatten Cafe,4.6,cafe,24.61017,46.7526706
7332,"Cafe, good, our God",4.6,cafe,24.6131875,46.7548125
7333,Shahi and cell,4.2,cafe,24.6081153,46.7505626
7334,Star One Lounge,4.4,cafe,24.6111054,46.7551777
7335,Cafe coffee died,2.7,cafe,24.6110625,46.7551875
7336,Kofi Salem Al -Afari for cold and hot drinks,4.3,cafe,24.6129877,46.7562632
7337,Arabica Cafe,3.8,cafe,24.6284375,46.7395625
7338,Baroli Cafe,3.5,cafe,24.6112619,46.7555949
7339,Food left the tag,4.7,cafe,24.612767,46.756757
7340,Food House Company,4.5,cafe,24.6286695,46.7494289
7341,Coffee,4.2,cafe,24.605624,46.751282
7342,Half a million,4.2,cafe,24.6059049,46.7518052
7343,Cinnabon,3.6,cafe,24.6057032,46.7519871
7344,Cinnabon,,cafe,24.6055581,46.7521068
7345,entity,4,cafe,24.6052453,46.7520008
7346,Coffee,4.1,cafe,24.614206,46.759104
7347,Moon Mood Specel Kofi,4.1,cafe,24.6030986,46.7417093
7348,Dunkin Dontes,4,cafe,24.6551358,46.6880047
7349,pee,4.2,cafe,24.6970352,46.6859325
7350,Travox Long,3.3,cafe,24.6943511,46.6805595
7351,Aryam Habtis,,cafe,24.695087,46.6806472
7352,Cuffed legacy,5,cafe,24.695087,46.6806472
7353,House Attia,,cafe,24.695087,46.6806472
7354,Starbucks,4.1,cafe,24.6921,46.6812
7355,McCarm Najd tea,4.5,cafe,24.6937381,46.6783325
7356,Patel now - Hamid Tor,4.6,cafe,24.692107,46.6825197
7357,Sephia Cafe,3,cafe,24.6940598,46.6831746
7358,Adam coffee and toast,4.4,cafe,24.6941888,46.6833986
7359,Dr. Kaif Cafe,4.5,cafe,24.6963533,46.6813117
7360,Black House,4.1,cafe,24.695266,46.6830292
7361,Kentucky,3.3,restaurant,24.8009006,46.7436626
7362,Spa,4.6,restaurant,24.8288125,46.7263125
7363,Empire,4.1,restaurant,24.8291765,46.7274078
7364,Popular Gallery,4.8,restaurant,24.8292345,46.7275978
7365,Kazapasta,4.7,restaurant,24.8288344,46.7274808
7366,McDonald's,2.8,restaurant,24.829556,46.727879
7367,Kodo,3.9,restaurant,24.8284053,46.7277342
7368,King Burger,4.5,restaurant,24.8284306,46.7277837
7369,Sonori,4.8,restaurant,24.8277298,46.7274018
7370,Burger Square,4.1,restaurant,24.8283579,46.7277562
7371,Pests,,restaurant,24.8278579,46.7275317
7372,Sine,4.5,restaurant,24.8301738,46.7285923
7373,Sushi Lieberry,4.7,restaurant,24.827745,46.7275553
7374,Pulp,4.7,restaurant,24.8278747,46.7277022
7375,Potto Corner,3.6,restaurant,24.8284811,46.7280413
7376,Herfy,3.4,restaurant,24.8280397,46.7278642
7377,Bushak,4.3,restaurant,24.8279398,46.7279042
7378,Ait Persians pizza,4.8,restaurant,24.8273897,46.7275879
7379,Bakredy Baykeridy,4.5,cafe,24.6951553,46.702789
7380,Fluencies of thinking,4.4,cafe,24.6947546,46.7027087
7381,Crabbi Karim,4.1,cafe,24.6976875,46.7021875
7382,Cookies & Cream,4.3,cafe,24.6994355,46.7080997
7383,Echo of sweetness,4.2,cafe,24.7006589,46.70503
7384,Hatem will be between,,cafe,24.7011006,46.7046776
7385,Dr. Coffee |Manual Brew |Drive Thru D. KEF Cafe,4.9,cafe,24.7012987,46.7047431
7386,Starbucks,4.4,cafe,24.8460553,46.6303434
7387,Fermer Kofi Shop,5,cafe,24.8623341,46.6310382
7388,Shahi,4.3,cafe,24.8509604,46.6271879
7389,ADNOC fuel station,3.8,cafe,24.861898,46.6303484
7390,Arabica Star,4.3,cafe,24.8620199,46.630409
7391,1956 Crack,2.3,cafe,24.84096,46.6383711
7392,Samar tea,5,cafe,24.8617076,46.6510706
7393,24 Savy,4,cafe,24.8673003,46.6405918
7394,Shahi Sawaj,2.5,cafe,24.8623058,46.6511209
7395,Shahi Al Qasimi,,cafe,24.8393757,46.6419775
7396,Shahi exact,,cafe,24.8392998,46.6418918
7397,Displaced tea,4.6,cafe,24.8627634,46.6523396
7398,Abu Cap tea,5,cafe,24.8391809,46.6412025
7399,Coffee and Shahi and sacrifice,,cafe,24.8393936,46.6431343
7400,Shahi Abu Sharaf,,cafe,24.8392563,46.6427085
7401,Shahi Al -Lahmus,,cafe,24.838919,46.6405124
7402,Shahi Zaman,5,cafe,24.8392305,46.6429161
7403,Yalla Plot,3.9,cafe,24.8572953,46.6560745
7404,Julius Minel - Saudi Arabia - Riyad,5,cafe,24.8633602,46.6534293
7405,Shahi Abu Walid,5,cafe,24.8377835,46.6434699
7406,Causing,4.1,cafe,24.7353112,46.6473039
7407,Pastel,4,cafe,24.7363032,46.6480984
7408,Starbucks,4,cafe,24.7439757,46.6580398
7409,Caribu Coffee,4.2,cafe,24.745109,46.660396
7410,Dunkin Dontes,4,cafe,24.7131356,46.6338002
7411,Java Time,4.3,cafe,24.738591,46.6424548
7412,Krisby Karam,4,cafe,24.7378912,46.6409215
7413,Dunkin Dontes,4.1,cafe,24.7474682,46.6521477
7414,Dunkin Dontes,4.1,cafe,24.747048,46.701263
7415,Dunkin Dontes,4,cafe,24.75425,46.663771
7416,Kentucky chicken,3.5,restaurant,24.7094289,46.814683
7417,Boufia Awad Gharib Maid Al -Mutairi,3.1,restaurant,24.744138,46.8438104
7418,Chad Restaurant,,restaurant,24.7441459,46.8441573
7419,"Cruzk buffet for falafel, shams and voilers",3.5,restaurant,24.7435846,46.8426872
7420,The mood of the mayor 2,5,restaurant,24.7434411,46.8427379
7421,Sweetie pioneers,4.2,restaurant,24.7435478,46.8426228
7422,Jure Tasali,4.3,restaurant,24.7447085,46.8445021
7423,Iman restaurants,4.5,restaurant,24.7451152,46.8441438
7424,Buffet - sandwiches,4,restaurant,24.7447015,46.8445941
7425,Kerala Test Astoria,5,restaurant,24.743801,46.8420969
7426,Jam,,restaurant,24.7448938,46.8447955
7427,Fawal and applied the grill of Arabism,3.6,restaurant,24.74484,46.8448655
7428,Pakistan Retoriana,4,restaurant,24.7453738,46.8446246
7429,People of the liver,3.9,restaurant,24.7431972,46.8420664
7430,British restaurant,3.5,restaurant,24.7454684,46.8446503
7431,Flying stars,4,restaurant,24.7449739,46.8455643
7432,Rawan Spa juices,4.4,restaurant,24.7452446,46.8455932
7433,Tushka,4.1,restaurant,24.7099472,46.6906037
7434,Pergarezar,4,restaurant,24.698474,46.669224
7435,Maestro Pizza,4.1,restaurant,24.7294679,46.6699823
7436,Puffy Indonesian Restaurant Jawi Riyadh Warong Pogok,4,restaurant,24.726715,46.6866904
7437,Kodo,4.1,restaurant,24.710527,46.693633
7438,Diplomacy for sweets,4.2,restaurant,24.7207905,46.6922727
7439,Amuwahza,3.7,restaurant,24.7205976,46.6926076
7440,Doctor Fit,3.8,restaurant,24.7202727,46.6928816
7441,Kebab,4.2,restaurant,24.7152301,46.6964982
7442,Bus Louisiana Kitchen,4.7,restaurant,24.6920461,46.6698431
7443,Canton,3.8,restaurant,24.6914252,46.6698595
7444,Payo,4.2,restaurant,24.6912897,46.6695474
7445,Kaza Basta,4,restaurant,24.6920807,46.6689931
7446,Charles Feli Stex,3,restaurant,24.6927655,46.6687977
7447,Mozart Restaurant,3.7,restaurant,24.684061,46.687689
7448,Hello restaurant,3.7,restaurant,24.6827183,46.6886063
7449,Washna,4.8,restaurant,24.85522,46.6477074
7450,Be,4.8,restaurant,24.8538477,46.6307142
7451,Grape leaf taste,4.1,restaurant,24.8551903,46.6477497
7452,Grilled,3.8,restaurant,24.8550581,46.6477851
7453,Gray,4.2,restaurant,24.8545969,46.6478895
7454,Burger check,4.1,restaurant,24.8583245,46.6464114
7455,It was suspicious,4.2,restaurant,24.8583322,46.6464083
7456,Cross the countryside,4.2,restaurant,24.8549703,46.6478575
7457,Happiness Roundabout,4.1,restaurant,24.8537855,46.6306403
7458,Amer Restaurant,3.4,restaurant,24.8537307,46.6305945
7459,Pergarezar,4.4,restaurant,24.858299,46.646518
7460,Check Nin,3.7,restaurant,24.8545559,46.64798
7461,Shawarma angleZawyt alshawarma,3.4,restaurant,24.8582592,46.6465846
7462,Diet Center,2.8,restaurant,24.8582642,46.6465874
7463,Kik Burger |Burger cake,4.3,restaurant,24.8546966,46.6479963
7464,Doh Al -Saabi Food Restaurant in southern Saudi Arabia,4.3,restaurant,24.8546346,46.6480248
7465,No Rio,4.6,restaurant,24.8546241,46.6480339
7466,Tech Tech,,restaurant,24.8544784,46.6480884
7467,Partie Box,4.6,restaurant,24.8582958,46.6466689
7468,Canton Restaurant,3.9,restaurant,24.8545088,46.6481202
7469,Jassim Boufia for fast food,4.6,restaurant,24.7497942,46.8476463
7470,"Coffee, lahi breakfast and lunch",,restaurant,24.7511406,46.852011
7471,Mansf Al -Nashami Riyadh,4.1,restaurant,24.7477449,46.8487771
7472,Kodo,3.8,restaurant,24.7503509,46.8525429
7473,Maqloba |Inverted,3.9,restaurant,24.7506093,46.8527895
7474,Susanna Retorna - Naseem,4.1,restaurant,24.7489863,46.8427977
7475,Satellite Spices Restaurant,4,restaurant,24.7484006,46.843272
7476,Al -Bukhari Youth Restaurant,3.5,restaurant,24.7482596,46.8433599
7477,Kabayan,4.1,restaurant,24.7477009,46.8437785
7478,Pakistani Restaurant,4.3,restaurant,24.7513423,46.8410908
7479,Muhammad Shah,,restaurant,24.7467086,46.8488125
7480,Philipine Retoriana,4.3,restaurant,24.7476588,46.8436116
7481,CafÃ©,4,cafe,24.743393,46.8331316
7482,Arab Dallah,4.4,cafe,24.7371504,46.8516188
7483,entity,4.5,cafe,24.7368989,46.8517284
7484,Moroccan taste,3.9,cafe,24.7340677,46.8401646
7485,Diwaniya Rukah Al -Kif,3.8,cafe,24.736246,46.8522482
7486,Tambar specialized coffee,4.7,cafe,24.7465091,46.8309965
7487,Coffee jungle and perfumery of coffee,3.4,cafe,24.7326164,46.8485362
7488,Hot drinks,,cafe,24.7353481,46.8316146
7489,I succeeded enough,4.4,cafe,24.7495296,46.8287459
7490,Night perfume is enough,2,cafe,24.749422,46.8286483
7491,"Fenegal evening cafe to provide drinks, juices brushes and solution",3.5,cafe,24.7411875,46.8278125
7492,Hill,4.3,cafe,24.7320433,46.8345351
7493,Easy Baker,4.4,cafe,24.8247053,46.6580983
7494,Dr. Radi Cafe,4.3,cafe,24.8179435,46.6649159
7495,Cinnabon,2.8,cafe,24.8296033,46.6700915
7496,Tim Hortons,4.4,cafe,24.8178201,46.6650103
7497,Costa Cafe,4,cafe,24.8301202,46.6700454
7498,Bebax Coffee |Pebx Coffee,4.5,cafe,24.8299831,46.6703738
7499,Java Time,4.2,cafe,24.8171753,46.66572
7500,Shahi Al -Walif,4.9,cafe,24.8303017,46.670689
7501,24 Savy,4,cafe,24.824307,46.6566615
7502,To be,4,cafe,24.8169362,46.6658243
7503,Fabrica de Cafe,3.9,cafe,24.8309897,46.6599131
7504,Dr. Kaif Cafe,4.3,cafe,24.8167343,46.6673615
7505,Dunkin Dontes,3.8,cafe,24.8166875,46.6671875
7506,4Twins Fortwins,4.3,cafe,24.8165441,46.6664541
7507,Litch Specel Covey,4.2,cafe,24.8309157,46.670827
7508,day,4,cafe,24.8313835,46.6600179
7509,Pianolla Cafe |Pianola Cafe,2.4,cafe,24.8164658,46.6662722
7510,Java Cafe,4.3,cafe,24.8309598,46.6708602
7511,Dunkin Dontes,4,cafe,24.8236182,46.6560716
7512,Code,4.9,cafe,24.8248561,46.6559938
7513,Buffet Shatira Zaman,4.3,restaurant,24.6691074,46.5727377
7514,Fawal is not Sudanese,3.6,restaurant,24.6819352,46.5838219
7515,Todes Spail Cafe,4.8,cafe,24.8284136,46.7280799
7516,Black Wolf,4.3,cafe,24.8277102,46.7277499
7517,Do not acknowledge enough,3.6,cafe,24.8274353,46.7276744
7518,On,4.5,cafe,24.8276066,46.7277912
7519,Canto for the competent coffee,4.3,cafe,24.8275278,46.7278294
7520,Cosmo Cafe,3.9,cafe,24.8272664,46.7277468
7521,Double One,4.1,cafe,24.8274338,46.7279354
7522,Cake Mi Out Cafe,4.1,cafe,24.8274468,46.7280585
7523,Not,3.2,cafe,24.8269983,46.7278761
7524,Tim Hortons,3.9,cafe,24.8271751,46.7280628
7525,Prove,3,cafe,24.8264591,46.7282032
7526,North Kofi,3.7,cafe,24.8264548,46.7282079
7527,Klash Kofi,4.4,cafe,24.8268581,46.7285066
7528,Authenticity drops cafes,4.2,cafe,24.8268448,46.7285135
7529,Moroccan taste,4.1,cafe,24.8314387,46.7304198
7530,UNCLE FLUFY,2.8,cafe,24.8270642,46.7287781
7531,pee,4.1,cafe,24.8270166,46.7287538
7532,The Chocolate ROM,4.1,cafe,24.8264099,46.7285012
7533,Magical Fondo,3.6,cafe,24.8263313,46.7285047
7534,MaÃ®tre choux,,cafe,24.7955779,46.7105634
7535,D.how,4,cafe,24.796386,46.712128
7536,Dunkin Dontes,4,cafe,24.7965983,46.7113013
7537,T at a leg,5,cafe,24.7953557,46.7084556
7538,Ostrich,4.8,cafe,24.7970292,46.7066944
7539,Fat 0,4.4,cafe,24.7979368,46.7155852
7540,CrumblyÂ® Cafeteria,,cafe,24.7895608,46.717808
7541,"Tropika, Tropika",4.7,cafe,24.7955238,46.7043498
7542,Bo specialized coffee,4.5,cafe,24.7952973,46.7037307
7543,Kynd Caind,4.3,cafe,24.7906666,46.7022036
7544,Lake CafeLyx Cafe,4.6,cafe,24.7894675,46.7026948
7545,Chapter,4.2,cafe,24.7907759,46.7021218
7546,Adequate,3.9,cafe,24.789069,46.7028671
7547,Mood Masters Specialty Coffee Roastters & Cafe toasted and Master Master CafÃ© for Specialized Coffee,4.4,cafe,24.8013342,46.7071301
7548,Devgin CafÃ©,4.5,cafe,24.7912566,46.7017468
7549,Firas laundries,3.4,cafe,24.8015361,46.7069608
7550,Tea and Dala,4.7,cafe,24.8016464,46.7069763
7551,Tea and sesame,4,cafe,24.8017097,46.7069669
7552,Arab coffee,4,cafe,24.7840778,46.7141489
7553,Zuhair,4.4,cafe,24.7840348,46.7141789
7554,Grave,4.8,restaurant,24.8274135,46.7276421
7555,Jean Burger,3.6,restaurant,24.789681,46.648485
7556,Kodo,3.9,restaurant,24.784942,46.6614232
7557,Subway,4.4,restaurant,24.8043059,46.6248344
7558,Thyme,4,restaurant,24.7828857,46.6614619
7559,Kentucky,3.7,restaurant,24.7826679,46.6615937
7560,Jim Kitchen,4,restaurant,24.7856753,46.6827764
7561,Subway,3.9,restaurant,24.785458,46.682975
7562,The Sandwich Companish,3.9,restaurant,24.7812539,46.662351
7563,Maestro Pizza,4,restaurant,24.7960335,46.6290172
7564,Kentucky chicken,3.6,restaurant,24.7958233,46.6290374
7565,McDonald's,3.8,restaurant,24.790196,46.63337
7566,Dick Bruced,3.3,restaurant,24.8263665,46.6603515
7567,Dumon is the best Indian restaurant,4.9,restaurant,24.8271304,46.6607841
7568,Teacher's popularity,4,restaurant,24.82665,46.6603124
7569,Ghob more,4.1,restaurant,24.5924549,46.6755115
7570,Herfy,3.8,restaurant,24.6131416,46.6820341
7571,Restaurants and kitchens house,3.8,restaurant,24.5881775,46.6690143
7572,Kentucky chicken,3.8,restaurant,24.6254069,46.6889225
7573,They came,3.3,cafe,24.6522211,46.5576105
7574,De Cafe,4.2,cafe,24.6472851,46.5485764
7575,Khaled Nasser Mohammed Al -Saif,,cafe,24.6484871,46.5542233
7576,Moroccan mood,4.7,cafe,24.6446701,46.5473795
7577,Qamar Al -Zaman CafÃ©,4.6,cafe,24.6510182,46.5598919
7578,Barn,2.9,cafe,24.6484399,46.5561137
7579,Diam Diamond,3.5,cafe,24.6486645,46.5567927
7580,Dunkin Dontes,4.1,cafe,24.648272,46.5563786
7581,Barn,2.8,cafe,24.6505072,46.5597629
7582,Watar Cafe,4.1,cafe,24.6447342,46.5492062
7583,McCain coffee,3.5,cafe,24.6486094,46.5570626
7584,Nestreto Covey,4.5,cafe,24.6505322,46.5599476
7585,3BEANS COFFEE,4,cafe,24.6443307,46.5485974
7586,SourceSors,3.6,cafe,24.6540012,46.5690597
7587,Dunkin Dontes,3.3,cafe,24.6541189,46.5697096
7588,Hex Coffee Surd,4.7,cafe,24.6542574,46.5700487
7589,Spaciousness,4,cafe,24.6541629,46.5699543
7590,Coffee,3.3,cafe,24.6540733,46.5700116
7591,Moroccan mood,4.3,cafe,24.6540985,46.5704481
7592,Opera cafÃ©,3.8,cafe,24.65418,46.5715227
7593,Star Jose for Starting Presse - Star.juice,4.8,cafe,24.5537123,46.5144212
7594,Tea threatened,5,cafe,24.5551544,46.5140134
7595,McDonald's,3.1,cafe,24.555365,46.514708
7596,D how,4.1,cafe,24.5245782,46.4323059
7597,Aasal Plaza Complex,4.7,cafe,24.55462,46.5164503
7598,Arlo CafeSpecialized coffee,4.7,cafe,24.55716,46.5148244
7599,Dan is enough,4.2,cafe,24.5474375,46.5218125
7600,Abu Turki Shahi Jamr,4.3,cafe,24.5601656,46.5146119
7601,Falling the wedding of wedding,3.5,restaurant,24.6839,46.5865464
7602,The popularity of the horoscopes of Araqa,3.1,restaurant,24.6839372,46.586578
7603,Saad compressed,4.1,restaurant,24.6838795,46.5865651
7604,Fish and more,4.3,restaurant,24.6838534,46.5865616
7605,Fit House |Pat House,3.4,restaurant,24.6896566,46.5926702
7606,Samulji,4.4,restaurant,24.689656,46.5926977
7607,Karam Cafe,3.5,cafe,24.6933481,46.6049652
7608,Creped Kun,3.8,cafe,24.6933718,46.6050128
